Address (Includes City),ZIP,Asking Price,Sale Price,Sale Date,Area (Sq Ft),Lot (Sq Ft),Beds,Baths,Year Built,Energy Features,Description,Classification,Solar Heating,Passive Solar,PV Power,Green Modified
68 Upper Oak Dr San Rafael," 94903-1732	","$1,249,000 ","$1,175,000 ", 05/19/05,3100,8320,3,4,1968," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Window(s) Dual Pane, Skylight(s), Floor Insulation, Low-Flow Shower(s), Low-Flow Toilet(s), Solar Domestic Water, Wall Insulation, Water Heater Blanket, Weather Stripping		"," Beautifully remodeled Mont Marin home with addition of master suite including sitting room,fireplace,sauna & sunken tub w/jets in bath. Truly gorgeous. Hardwood & limestone floors, 9' ceilings, skylights, newer kitchen cabinets, granite counters, central heating & air conditioning plus solar panels w/200 gal tank. Masterfully landscaped yards offering a hot tub, complete privacy and greats views on all sides. Can be converted back to a 4-bedroom", Solar Heating ,1,0,0,0
8400 Spring Dr Forestville," 95436	","$495,000 ","$485,000 ", 08/14/07,N/A,3833,2,2,1948," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Window(s) Dual Pane, PV-On Grid, Floor Insulation, Low-Flow Shower(s), Low-Flow Toilet(s), Wall Insulation, Weather Stripping"," This five star green home has charm, comfort, energy efficiency, healthy air & durable, attractive materials. Don't miss this responsibly remodeled cottage in sunny Mirabel Heights- all new electrical & plumbing, elegant, economical & eco-friendly features. Solar PV, metal roof, radiant heating, FSC lumber, concrete counters, bamboo & cork floors, low-VOC paint, dual flush toilets & more. Sealed & insulated (formaldehyde-free) from top to bottom", Solar Heating ,1,0,0,0
1250 Branscomb Rd Laytonville," 95454	","$378,900 ","$335,000 ", 10/26/07,1200,43560,2,1,NA," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Window(s) Dual Pane, Passive Solar, Wall Insulation, Water Heater Blanket, Weather Stripping", beautiful flat acre with cute home and large woorkshop/garage. Parklike setting with large trees and lots of sun.New Paint, Passive Solar ,0,1,0,0
2429 Donna Maria Way Santa Rosa," 95401	","$509,000 ","$520,000 ", 03/17/06,1372,6229,3,2,1979," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Window(s) Dual Pane, Partial Insulation, Solar Domestic Water, Wall Insulation		"," MUST See!! CURB APPEAL.THIS home HAS some updating*Windows & carpets Sparkle!Light & Bright kitchen with white cabinets & Tile* Painted inside & out in the last 4years*Comp.roof 10yrs* Living rm has been enclosed with double doors*Spacious Family room with cozy fireplace* Dual paned windows*2 year old furnace & water heater* Spacious Backyard has covered deck,Lawn & Azelas & Flagstones complete the privacy of this yard* No 2 Stories by you", Solar Heating ,1,0,0,0
711 Glenice St Petaluma," 94954	","$649,900 ","$600,000 ", 09/07/06,1748,6011,4,2,1971," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Window(s) Dual Pane, Low-Flow Toilet(s), Other, Partial Insulation, Solar Domestic Water"," Move right in to this exceptionally well maintained home with many upgrades, located on one of the most quiet and pleasant streets in East Petaluma! Top of the line hot tub and all appliances included in the sale + 2 car garage with loft. Seller to remove portable electricity generating system prior to close of escrow", Solar Heating ,1,0,0,0
19150 Old Monte Rio Rd Guerneville," 95446	","$378,000 ","$359,000 ", 07/14/08,980,6970,2,1,1996," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Window(s) Dual Pane, Floor Insulation, Passive Solar		"," Golfer's Dream Home. Clean,cute,light-bathed home is well-sited on a little knoll for privacy on both sides. Plenty of parking. FULL SUN.Lovingly maintained.Grow tomatoes, corn, strawberries in all that sunshine!Gorgeous 15 minute drive to Pacific Ocean.Walk to Northwood Golf Course, beach. Easy on and off Hwy 116. Re-modeled in 1996 w/ County Permits. Private PARKING. Zoned for home office. Sellers are having another baby and need a larger home", Passive Solar ,0,1,0,0
1474 Boonville Rd Ukiah," 95482-8805	","$1,390,000 ","$1,300,000 ", 07/19/05,3000,69696,2,3,2005," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Window(s) Dual Pane, Floor Insulation, Low-Flow Toilet(s), Wall Insulation, Weather Stripping"," Beautiful 160 acre secluded Robinson Creek Ranch Estate located in the pristine mountains of Northern California. Spectacular panoramic views, multiple creeks and waterways all a short drive from town. Crowned with a completely original brand new 3,000 sq. ft. modern home, the estate also features a 2,000 sf. shop, electricity, heat, water, barn, observatory, guest house and more", Solar Heating ,1,0,0,0
951 MINGOIA ST Pleasanton," 94566	","$1,619,000 ","$1,450,000 ", 02/15/08,3992,11180,4,4,2006," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Wall Insulation, Window(s) Dual Pane		"," Just west of Ruby Hill, eco-friendly neighborhood, boasts high-end features... oversized butler's pantry, cherry kitchen w/stainless gourmet appliances, crown moulding, shutters, Travertine & wood-plank floors, solar power, 4 car double tandem garage", Solar Heating ,1,0,0,0
1912 Holiday St Santa Rosa," 95403	","$575,000 ","$525,000 ", 09/15/06,1530,8100,4,2,1975," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Solar Domestic Water, Wall Insulation, Water Heater Blanket, Window(s) Dual Pane		"," Possible Short Sale! Super home for family with children. 4br on a quiet cul-de-sach. Newly remodled with new appliances, central air, furnace & NEW duct system, double-pane vinyle windows, Solar heating & Cozy woodburning stove, special Security System for children with above ground Doughboy Pool. New paint inside & out. Sellers must sell now! Make any offer!!", Solar Heating ,1,0,0,0
2731 Fremont Dr Sonoma," 95476	","$1,450,000 ","$940,000 ", 07/22/10,2412,16073,2,3,1999," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Skylight(s), Wall Insulation, Weather Stripping, Window(s) Dual Pane"," Located in the Carneros Region and set amongst your own hobby vineyard & crafted with thought & care, this truly unique 2400 sq.ft. +/- home is everyone's wine country dream. Separate two car garage,office and storage. Built in 1999 with engineered 3 bd/rm septic and remodeled plus expanded in 2003.Wonderful home for entertaining. Room for a pool", Solar Heating ,1,0,0,0
115 Silverview Ct Vallejo," 94591-3616	","$559,000 ","$555,000 ", 11/15/05,1973,5227,3,3,1973," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Skylight(s), Low-Flow Toilet(s), Wall Insulation, Water Heater Blanket, Weather Stripping		"," Views of mount Diablo from quiet hilltop, cul-de-sac location. Easy access to freeway and shopping. Backs up to neighborhood park. Recently upgraded kitchen and bath. Spacious floor plan with huge master bedroo", Solar Heating ,1,0,0,0
16751 Lakeshore Dr Willits," 95490	","$725,000 ","$590,000 ", 03/19/10,2850,21518,3,2,2002," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Low-Flow Toilet(s), Solar Heating, Wall Insulation, Weather Stripping, Window(s) Dual Pane"," Comfort in the country on 49 acres of incredibly beautiful land! 2,850 sq ft 3 bedroom, 1.5 bath home with spacious great room, gourmet kitchen, radiant floor heat, 2nd story loft with storage and additional rooms. Passive solar design with state of the art solar system of maximum convenience and generator back up. Two water sources, includes a year round creek and almost borders Walker Lake for 100 feet", Passive Solar ,1,1,0,0
460 DOVE LN East Santa Cruz Count," 95076	","$499,000 ","$525,000 ", 04/28/05,1025,16160,2,1,NA," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Insulated Hot Wtr Ht, Insulation Per Owner, Low-Flow Shower(s), Low-Flow Toilet(s), Wall Insulation, Weather Stripping, Window(s) Dual Pane		"," Architect design & Well built by owner- bonus room- 23 miles to SC town clock: Terrific Sunny Setting- decks, hottub: 3.7 acres sloped to creek: newer- woodstove: Must see: Good condition- inspections- a drive out-but great deal", Solar Heating ,1,0,0,0
2094 Redwood DR Scotts Valley," 95060	","$1,649,000 ","$1,125,000 ", 02/03/05,3200," 5APN	",4,4,NA," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Insulated Hot Wtr Ht, Insulation Per Owner, Low-Flow Shower(s), Low-Flow Toilet(s), Skylight(s), Wall Insulation, Weather Stripping, Window(s) Dual Pane		"," 2 homes on 5.8 acres by Hanson Designs. Homes have privacy corridor. Grid-tied solar elec system,radiant heat,flrs acid stained,fir/bamoo, out bldg studio/workshop,cherry cabinets,granite counters,bay view,10 min from SC andS", Solar Heating ,1,0,0,0
59 Almenar Dr Greenbrae," 94904	","$1,999,900 ","$1,799,000 ", 05/27/10,2800,9975,4,4,1949," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Floor Insulation, Low-Flow Toilet(s), Partial Insulation, Passive Solar, Skylight(s), Wall Insulation, Window(s) Dual Pane, Window(s) Low "," >200k reduction! This gorgeous 4/3.5 home situated in the flats of Greenbrae has been completely remodeled with attention given to every detail. The gourmet kitchen opens to an inviting great room with vaulted ceilings and French doors leading to a deck with great Tam views. There is a sport court, incredible pool and spa surrounded by ample decks, all with views. This private, sunny home is in the Kentfield school district & minutes to Bacich", Passive Solar ,0,1,0,0
675 Pleasant Ave Santa Rosa," 95403	","$2,200,000 ","$1,310,000 ", 09/10/09,3700,80586,3,5,1978," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Floor Insulation, Low-Flow Shower(s), Skylight(s), Wall Insulation, Window(s) Dual Pane, Window(s) Low "," On the corner of Chalkhill Road and close to Mayacama Country Club, this home sits on 1.85 acres of level land. Truly an ideal wine country getaway producing 40 cases of award winning cabernet annually. The estate is landscaped and lushly planted for entertaining with a solar heated pool and cabana with a tropical feel. The two car garage also has two additional car ports for storage and a 450 sq.ft. office/studio above", Solar Heating ,1,0,0,0
18101 Field Way Monte Rio," 95462	","$439,000 ","$420,000 ", 09/25/09,1800,8494,3,2,NA," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Floor Insulation, Low-Flow Shower(s), Low-Flow Toilet(s), Wall Insulation, Weather Stripping, Window(s) Dual Pane, Window(s) Low "," An Inspiration by a certified green builder in W. Sonoma County. The open floor plan boasts bamboo floors, 20' ceilings, skylights, French doors, Travertine and loft. The art studio has its own deck. The kitchen shines with hand pressed counters, stainless, wine rack and ambiance lighting. The MBR offers French deck doors, walk-in shower, soaking tub and radiant heat . Prewired for all media. Walk to the river, restaurants and theatre", GreenModified ,0,0,0,1
19200-19250 Scenic Dr Redwood Valley," 95470	","$420,000 ","$400,000 ", 07/25/06,900,91476,2,1,NA," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Floor Insulation, Low-Flow Shower(s), Low-Flow Toilet(s), Skylight(s), Wall Insulation, Water Heater Blanket, Weather Stripping		"," Sweet multi-level cabin on 21 gorgeous acres. Lot of beautiful trees, privacy and fantastic views from the decks and house. Separate studio with loft. Over 300 botanical plants, small pond. Home has solar & passive solar with generator. BAck up PG&E at well. Wonderful Vacation get away", Solar Heating ,1,0,0,0
65 Rock Rd Kentfield," 94904	","$5,500,000 ","$5,500,000 ", 05/17/10,5296,19602,5,6,2009," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Floor Insulation, Low-Flow Shower(s), Low-Flow Toilet(s), Passive Solar, Skylight(s), Wall Insulation, Weather Stripping, Window(s) Dual Pane, Window(s) Low "," Vacation at home in this magnificent gated Mediterranean estate on a +- half acre! Green built in 09, this unique, resort like custom home boasts incredible finishes and perfection in every detail. The open floor plan with walls of windows overlooks a vanishing edge pool w/ spa and waterfall, outdoor kitchen and level lawn, all w/ full Tam & bay views including a peak at the SF skyline! 5 bed, 6 ba, wine cellar, workout room. Completely private", GreenModified ,0,1,0,1
45750 Sunset Dr Gualala," 95445	","$599,000 ","$575,000 ", 06/16/09,1872,36242,2,2,1994," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, Floor Insulation, Low-Flow Shower(s), Low-Flow Toilet(s), Passive Solar, Skylight(s), Wall Insulation, Water Heater Blanket, Weather Stripping, Window(s) Dual Pane, Window(s) Low "," Beauty everywhere you look! Elegant design, Builder/Artist's own home on almost an acre. Walk to Anchor Bay Beach.Spacious sun filled home with Cherry Cabinetry, Granite Tile counters,Canadian Maple Floors, Full Dimension Timber Framed Beams with Cathedral Ceilings, Cook's Kitchen & Pantry. Italian Tiled Baths, spacious Studio, Over sized 2 car garage with workshop, extra Bonus Room,& much much more", Passive Solar ,0,1,0,0
272 MISSOURI ST San Francisco," 94107	","$2,995,000 ","$2,700,000 ", 07/30/09,5000,2495,5,4,1909," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, City/Cnty Audit Req, Insulation Per Owner, Skylight(s), Wall Insulation, Weather Stripping, Window(s) Dual Pane"," Originally a 5-unit building, This SFR has been COMPLETELY REBUILT. This home is comprised of 4 Living Spaces: Main Residence, Guest/Au-Pair Apt, Exec Office & Garden Studio. Modern functionality & well appointed throughout, the result is a balance between sophistication and comfortable livability. Its versatile potential fulfills every domestic vision. A new standard for San Francisco living", Solar Heating ,1,0,0,0
701 VISTA MONTANA DR Watsonville," 95076	","$649,000 ","$725,000 ", 12/29/05,1350,4500,4,3,NA," Caulked/Sealed, Ceiling Fan(s), Ceiling Insulation, City/Cnty Audit Req, Insulated Hot Wtr Ht, Low-Flow Shower(s), Low-Flow Toilet(s), Wall Insulation, Weather Stripping, Window(s) Dual Pane"," SOLAR Home Tuscan style New construction, upgrades include topline carpeting, mirroredcloset doors,neutral colorsspecial coating garg flr, prof. landscaped close to schools,churches,shopping,pubtrnsport. Buyer Cooperation/1031exchang", Solar Heating ,1,0,0,0
2105 POPPY DR Burlingame," 94010	","$1,675,000 ","$1,650,000 ", 06/25/08,2230,4840,4,4,1929, Caulked/Sealed," This beautifully updated 4 bed/3.5 bath Easton Addition home is located on one of the most sought after streets in Burlingame. The home features include high ceilings, arched window in living room, hardwood floors, marble,granite,extra storage,solar panels and a lovely landscaped yard. The 4th bedroom is currently used as family room. A great place to call home", Solar Heating ,1,0,0,0
4320 Thunder Ln Shingle Springs," 95682-9745	","$420,000 ","$405,000 ", 04/15/09,1717,45136,3,2,1986," Attic Fan(s), Window(s) Dual Pane, Photovoltaic Power		"," Minutes from El Dorado hills off Latrobe Rd! 3 / 1, 10 acres, 2 car garage. Features: inviting kitchen, bonus room, wood stove, vaulted ceilings, wanes coating, crown molding, dual pane windows, bath w/ a claw foot tub / outdoor access, sight seeing deck, whole house fan, 50 year tile roof, 30 gpm well, 1200g H2O tank, H2O softener, $30k solar system, 3-8 stall barn, paddock, dust proof tack room, wash area, feed room, fruit trees, wood storage and 1 car detached garage", Photovoltaic Power ,0,0,1,0
5040 Alana Dr Santa Rosa," 95409	","$839,000 ","$820,000 ", 05/04/06,2705,20952,4,3,1958," Attic Fan(s), Window(s) Dual Pane, Other"," This beautifully updated home enjoys 2 bedrooms and a master on the main level with an additional master and office(which could be a 5th bd.)on the second level. Features include hardwood floors, granite kitchen, family rm. and den. Nearly .50 acre level lot, assorted fruit trees and redwood deck with hot tub and playhouse, this home includes a temperature controlled wine closet, solar panels and art studio/workshop. Very private yet close-in", Solar Heating ,1,0,0,0
